iso639-1,iso639-2b,iso639-2t,iso639-3,scope,language_type,name
,,,uzs,individual,living,Southern Uzbek
,,,vaa,individual,living,Vaagri Booli
,,,vae,individual,living,Vale
,,,vaf,individual,living,Vafsi
,,,vag,individual,living,Vagla
,,,vah,individual,living,Varhadi-Nagpuri
,vai,vai,vai,individual,living,Vai
,,,vaj,individual,living,Sekele
,,,val,individual,living,Vehes
,,,vam,individual,living,Vanimo
,,,van,individual,living,Valman
,,,vao,individual,living,Vao
,,,vap,individual,living,Vaiphei
,,,var,individual,living,Huarijio
,,,vas,individual,living,Vasavi
,,,vau,individual,living,Vanuma
,,,vav,individual,living,Varli
,,,vay,individual,living,Wayu
,,,vbb,individual,living,Southeast Babar
,,,vbk,individual,living,Southwestern Bontok
,,,vec,individual,living,Venetian
,,,ved,individual,living,Veddah
,,,vel,individual,living,Veluws
,,,vem,individual,living,Vemgo-Mabas
ve,ven,ven,ven,individual,living,Venda
,,,veo,individual,extinct,Ventureño
,,,vep,individual,living,Veps
,,,ver,individual,living,Mom Jango
,,,vgr,individual,living,Vaghri
,,,vgt,individual,living,Vlaamse Gebarentaal
,,,vic,individual,living,Virgin Islands Creole English
,,,vid,individual,living,Vidunda
vi,vie,vie,vie,individual,living,Vietnamese
,,,vif,individual,living,Vili
,,,vig,individual,living,Viemo
,,,vil,individual,living,Vilela
,,,vin,individual,living,Vinza
,,,vis,individual,living,Vishavan
,,,vit,individual,living,Viti
,,,viv,individual,living,Iduna
,,,vjk,individual,living,Bajjika
,,,vka,individual,extinct,Kariyarra
,,,vkj,individual,living,Kujarge
,,,vkk,individual,living,Kaur
,,,vkl,individual,living,Kulisusu
,,,vkm,individual,extinct,Kamakan
,,,vkn,individual,living,Koro Nulu
,,,vko,individual,living,Kodeoha
,,,vkp,individual,living,Korlai Creole Portuguese
,,,vkt,individual,living,Tenggarong Kutai Malay
,,,vku,individual,living,Kurrama
,,,vkz,individual,living,Koro Zuba
,,,vlp,individual,living,Valpei
,,,vls,individual,living,Vlaams
,,,vma,individual,extinct,Martuyhunira
,,,vmb,individual,extinct,Barbaram
,,,vmc,individual,living,Juxtlahuaca Mixtec
,,,vmd,individual,living,Mudu Koraga
,,,vme,individual,living,East Masela
,,,vmf,individual,living,Mainfränkisch
,,,vmg,individual,living,Lungalunga
,,,vmh,individual,living,Maraghei
,,,vmi,individual,extinct,Miwa
,,,vmj,individual,living,Ixtayutla Mixtec
,,,vmk,individual,living,Makhuwa-Shirima
,,,vml,individual,extinct,Malgana
,,,vmm,individual,living,Mitlatongo Mixtec
,,,vmp,individual,living,Soyaltepec Mazatec
,,,vmq,individual,living,Soyaltepec Mixtec
,,,vmr,individual,living,Marenje
,,,vms,individual,extinct,Moksela
,,,vmu,individual,extinct,Muluridyi
,,,vmv,individual,extinct,Valley Maidu
,,,vmw,individual,living,Makhuwa
,,,vmx,individual,living,Tamazola Mixtec
,,,vmy,individual,living,Ayautla Mazatec
,,,vmz,individual,living,Mazatlán Mazatec
,,,vnk,individual,living,Vano
,,,vnm,individual,living,Vinmavis
,,,vnp,individual,living,Vunapu
vo,vol,vol,vol,individual,constructed,Volapük
,,,vor,individual,living,Voro
,vot,vot,vot,individual,living,Votic
,,,vra,individual,living,Vera'a
,,,vro,individual,living,Võro
,,,vrs,individual,living,Varisi
,,,vrt,individual,living,Burmbar
,,,vsi,individual,living,Moldova Sign Language
,,,vsl,individual,living,Venezuelan Sign Language
,,,vsn,individual,historical,Vedic Sanskrit
,,,vsv,individual,living,Valencian Sign Language
,,,vto,individual,living,Vitou
,,,vum,individual,living,Vumbu
,,,vun,individual,living,Vunjo
,,,vut,individual,living,Vute
,,,vwa,individual,living,Awa (China)
,,,waa,individual,living,Walla Walla
,,,wab,individual,living,Wab
,,,wac,individual,extinct,Wasco-Wishram
,,,wad,individual,living,Wamesa
,,,wae,individual,living,Walser
,,,waf,individual,extinct,Wakoná
,,,wag,individual,living,Wa'ema
,,,wah,individual,living,Watubela
,,,wai,individual,living,Wares
,,,waj,individual,living,Waffa
,wal,wal,wal,individual,living,Wolaytta
,,,wam,individual,extinct,Wampanoag
,,,wan,individual,living,Wan
,,,wao,individual,extinct,Wappo
,,,wap,individual,living,Wapishana
,,,waq,individual,living,Wagiman
,war,war,war,individual,living,Waray (Philippines)
,was,was,was,individual,living,Washo
,,,wat,individual,living,Kaninuwa
,,,wau,individual,living,Waurá
,,,wav,individual,living,Waka
,,,waw,individual,living,Waiwai
,,,wax,individual,living,Watam
,,,way,individual,living,Wayana
,,,waz,individual,living,Wampur
,,,wba,individual,living,Warao
,,,wbb,individual,living,Wabo
,,,wbe,individual,living,Waritai
,,,wbf,individual,living,Wara
,,,wbh,individual,living,Wanda
,,,wbi,individual,living,Vwanji
,,,wbj,individual,living,Alagwa
,,,wbk,individual,living,Waigali
,,,wbl,individual,living,Wakhi
,,,wbm,individual,living,Wa
,,,wbp,individual,living,Warlpiri
,,,wbq,individual,living,Waddar
,,,wbr,individual,living,Wagdi
,,,wbs,individual,living,West Bengal Sign Language
,,,wbt,individual,living,Warnman
,,,wbv,individual,living,Wajarri
,,,wbw,individual,living,Woi
,,,wca,individual,living,Yanomámi
,,,wci,individual,living,Waci Gbe
,,,wdd,individual,living,Wandji
,,,wdg,individual,living,Wadaginam
,,,wdj,individual,living,Wadjiginy
,,,wdk,individual,extinct,Wadikali
,,,wdt,individual,living,Wendat
,,,wdu,individual,extinct,Wadjigu
,,,wdy,individual,extinct,Wadjabangayi
,,,wea,individual,extinct,Wewaw
,,,wec,individual,living,Wè Western
,,,wed,individual,living,Wedau
,,,weg,individual,living,Wergaia
,,,weh,individual,living,Weh
,,,wei,individual,living,Kiunum
,,,wem,individual,living,Weme Gbe
,,,weo,individual,living,Wemale
,,,wep,individual,living,Westphalien
,,,wer,individual,living,Weri
,,,wes,individual,living,Cameroon Pidgin
,,,wet,individual,living,Perai
,,,weu,individual,living,Rawngtu Chin
,,,wew,individual,living,Wejewa
,,,wfg,individual,living,Yafi
,,,wga,individual,extinct,Wagaya
,,,wgb,individual,living,Wagawaga
,,,wgg,individual,extinct,Wangkangurru
,,,wgi,individual,living,Wahgi
,,,wgo,individual,living,Waigeo
,,,wgu,individual,extinct,Wirangu
,,,wgy,individual,living,Warrgamay
,,,wha,individual,living,Sou Upaa
,,,whg,individual,living,North Wahgi
,,,whk,individual,living,Wahau Kenyah
,,,whu,individual,living,Wahau Kayan
,,,wib,individual,living,Southern Toussian
,,,wic,individual,extinct,Wichita
,,,wie,individual,extinct,Wik-Epa
,,,wif,individual,extinct,Wik-Keyangan
,,,wig,individual,living,Wik Ngathan
,,,wih,individual,living,Wik-Me'anha
,,,wii,individual,living,Minidien
,,,wij,individual,living,Wik-Iiyanh
,,,wik,individual,living,Wikalkan
,,,wil,individual,extinct,Wilawila
,,,wim,individual,living,Wik-Mungkan
,,,win,individual,living,Ho-Chunk
,,,wir,individual,extinct,Wiraféd
,,,wiu,individual,living,Wiru
,,,wiv,individual,living,Vitu
,,,wiy,individual,extinct,Wiyot
,,,wja,individual,living,Waja
,,,wji,individual,living,Warji
,,,wka,individual,extinct,Kw'adza
,,,wkb,individual,living,Kumbaran
,,,wkd,individual,living,Wakde
,,,wkl,individual,living,Kalanadi
,,,wkr,individual,living,Keerray-Woorroong
,,,wku,individual,living,Kunduvadi
,,,wkw,individual,extinct,Wakawaka
,,,wky,individual,extinct,Wangkayutyuru
,,,wla,individual,living,Walio
,,,wlc,individual,living,Mwali Comorian
,,,wle,individual,living,Wolane
,,,wlg,individual,living,Kunbarlang
,,,wlh,individual,living,Welaun
,,,wli,individual,living,Waioli
,,,wlk,individual,extinct,Wailaki
,,,wll,individual,living,Wali (Sudan)
,,,wlm,individual,historical,Middle Welsh
wa,wln,wln,wln,individual,living,Walloon
,,,wlo,individual,living,Wolio
,,,wlr,individual,living,Wailapa
,,,wls,individual,living,Wallisian
,,,wlu,individual,extinct,Wuliwuli
,,,wlv,individual,living,Wichí Lhamtés Vejoz
,,,wlw,individual,living,Walak
,,,wlx,individual,living,Wali (Ghana)
,,,wly,individual,extinct,Waling
,,,wma,individual,extinct,Mawa (Nigeria)
,,,wmb,individual,living,Wambaya
,,,wmc,individual,living,Wamas
,,,wmd,individual,living,Mamaindé
,,,wme,individual,living,Wambule
,,,wmg,individual,living,Western Minyag
,,,wmh,individual,living,Waima'a
,,,wmi,individual,extinct,Wamin
,,,wmm,individual,living,Maiwa (Indonesia)
,,,wmn,individual,extinct,Waamwang
,,,wmo,individual,living,Wom (Papua New Guinea)
,,,wms,individual,living,Wambon
,,,wmt,individual,living,Walmajarri
,,,wmw,individual,living,Mwani
,,,wmx,individual,living,Womo
,,,wnb,individual,living,Mokati
,,,wnc,individual,living,Wantoat
,,,wnd,individual,extinct,Wandarang
,,,wne,individual,living,Waneci
,,,wng,individual,living,Wanggom
,,,wni,individual,living,Ndzwani Comorian
,,,wnk,individual,living,Wanukaka
,,,wnm,individual,extinct,Wanggamala
,,,wnn,individual,extinct,Wunumara
,,,wno,individual,living,Wano
,,,wnp,individual,living,Wanap
,,,wnu,individual,living,Usan
,,,wnw,individual,living,Wintu
,,,wny,individual,living,Wanyi
,,,woa,individual,living,Kuwema
,,,wob,individual,living,Wè Northern
,,,woc,individual,living,Wogeo
,,,wod,individual,living,Wolani
,,,woe,individual,living,Woleaian
,,,wof,individual,living,Gambian Wolof
,,,wog,individual,living,Wogamusin
,,,woi,individual,living,Kamang
,,,wok,individual,living,Longto
wo,wol,wol,wol,individual,living,Wolof
,,,wom,individual,living,Wom (Nigeria)
,,,won,individual,living,Wongo
,,,woo,individual,living,Manombai
,,,wor,individual,living,Woria
,,,wos,individual,living,Hanga Hundi
,,,wow,individual,living,Wawonii
,,,woy,individual,extinct,Weyto
,,,wpc,individual,living,Maco
,,,wrb,individual,extinct,Waluwarra
,,,wrg,individual,extinct,Warungu
,,,wrh,individual,extinct,Wiradjuri
,,,wri,individual,extinct,Wariyangga
,,,wrk,individual,living,Garrwa
,,,wrl,individual,living,Warlmanpa
,,,wrm,individual,living,Warumungu
,,,wrn,individual,living,Warnang
,,,wro,individual,extinct,Worrorra
,,,wrp,individual,living,Waropen
,,,wrr,individual,living,Wardaman
,,,wrs,individual,living,Waris
,,,wru,individual,living,Waru
,,,wrv,individual,living,Waruna
,,,wrw,individual,extinct,Gugu Warra
,,,wrx,individual,living,Wae Rana
,,,wry,individual,living,Merwari
,,,wrz,individual,extinct,Waray (Australia)
,,,wsa,individual,living,Warembori
,,,wsg,individual,living,Adilabad Gondi
,,,wsi,individual,living,Wusi
,,,wsk,individual,living,Waskia
,,,wsr,individual,living,Owenia
,,,wss,individual,living,Wasa
,,,wsu,individual,extinct,Wasu
,,,wsv,individual,extinct,Wotapuri-Katarqalai
,,,wtb,individual,living,Matambwe
,,,wtf,individual,living,Watiwa
,,,wth,individual,extinct,Wathawurrung
,,,wti,individual,living,Berta
,,,wtk,individual,living,Watakataui
,,,wtm,individual,living,Mewati
,,,wtw,individual,living,Wotu
,,,wua,individual,living,Wikngenchera
,,,wub,individual,living,Wunambal
,,,wud,individual,living,Wudu
,,,wuh,individual,living,Wutunhua
,,,wul,individual,living,Silimo
,,,wum,individual,living,Wumbvu
,,,wun,individual,living,Bungu
,,,wur,individual,extinct,Wurrugu
,,,wut,individual,living,Wutung
,,,wuu,individual,living,Wu Chinese
,,,wuv,individual,living,Wuvulu-Aua
,,,wux,individual,living,Wulna
,,,wuy,individual,living,Wauyai
,,,wwa,individual,living,Waama
,,,wwb,individual,extinct,Wakabunga
,,,wwo,individual,living,Wetamut
,,,wwr,individual,extinct,Warrwa
,,,www,individual,living,Wawa
,,,wxa,individual,living,Waxianghua
,,,wxw,individual,extinct,Wardandi
,,,wyb,individual,living,Wangaaybuwan-Ngiyambaa
,,,wyi,individual,extinct,Woiwurrung
,,,wym,individual,living,Wymysorys
,,,wyn,individual,living,Wyandot
,,,wyr,individual,living,Wayoró
,,,wyy,individual,living,Western Fijian
,,,xaa,individual,historical,Andalusian Arabic
,,,xab,individual,living,Sambe
,,,xac,individual,living,Kachari
,,,xad,individual,extinct,Adai
,,,xae,individual,historical,Aequian
,,,xag,individual,historical,Aghwan
,,,xai,individual,extinct,Kaimbé
,,,xaj,individual,extinct,Ararandewára
,,,xak,individual,extinct,Máku
,xal,xal,xal,individual,living,Kalmyk
,,,xam,individual,extinct,ǀXam
,,,xan,individual,living,Xamtanga
,,,xao,individual,living,Khao
,,,xap,individual,extinct,Apalachee
,,,xaq,individual,historical,Aquitanian
,,,xar,individual,extinct,Karami
,,,xas,individual,extinct,Kamas
,,,xat,individual,living,Katawixi
,,,xau,individual,living,Kauwera
,,,xav,individual,living,Xavánte
,,,xaw,individual,living,Kawaiisu
,,,xay,individual,living,Kayan Mahakam
,,,xbb,individual,extinct,Lower Burdekin
,,,xbc,individual,historical,Bactrian
,,,xbd,individual,extinct,Bindal
,,,xbe,individual,extinct,Bigambal
,,,xbg,individual,extinct,Bunganditj
,,,xbi,individual,living,Kombio
,,,xbj,individual,extinct,Birrpayi
,,,xbm,individual,historical,Middle Breton
,,,xbn,individual,extinct,Kenaboi
,,,xbo,individual,historical,Bolgarian
,,,xbp,individual,extinct,Bibbulman
,,,xbr,individual,living,Kambera
,,,xbw,individual,extinct,Kambiwá
,,,xby,individual,living,Batjala
,,,xcb,individual,historical,Cumbric
,,,xcc,individual,historical,Camunic
,,,xce,individual,historical,Celtiberian
,,,xcg,individual,historical,Cisalpine Gaulish
,,,xch,individual,extinct,Chemakum
,,,xcl,individual,historical,Classical Armenian
,,,xcm,individual,extinct,Comecrudo
,,,xcn,individual,extinct,Cotoname
,,,xco,individual,historical,Chorasmian
,,,xcr,individual,historical,Carian
,,,xct,individual,historical,Classical Tibetan
,,,xcu,individual,historical,Curonian
,,,xcv,individual,extinct,Chuvantsy
,,,xcw,individual,extinct,Coahuilteco
,,,xcy,individual,extinct,Cayuse
,,,xda,individual,living,Darkinyung
,,,xdc,individual,historical,Dacian
,,,xdk,individual,extinct,Dharuk
,,,xdm,individual,historical,Edomite
,,,xdo,individual,living,Kwandu
,,,xdq,individual,living,Kaitag
,,,xdy,individual,living,Malayic Dayak
,,,xeb,individual,historical,Eblan
,,,xed,individual,living,Hdi
,,,xeg,individual,extinct,ǁXegwi
,,,xel,individual,living,Kelo
,,,xem,individual,living,Kembayan
,,,xep,individual,historical,Epi-Olmec
,,,xer,individual,living,Xerénte
,,,xes,individual,living,Kesawai
,,,xet,individual,living,Xetá
,,,xeu,individual,living,Keoru-Ahia
,,,xfa,individual,historical,Faliscan
,,,xga,individual,historical,Galatian
,,,xgb,individual,extinct,Gbin
,,,xgd,individual,extinct,Gudang
,,,xgf,individual,extinct,Gabrielino-Fernandeño
,,,xgg,individual,extinct,Goreng
,,,xgi,individual,extinct,Garingbal
,,,xgl,individual,historical,Galindan
,,,xgm,individual,extinct,Dharumbal
,,,xgr,individual,extinct,Garza
,,,xgu,individual,living,Unggumi
,,,xgw,individual,extinct,Guwa
,,,xha,individual,historical,Harami
,,,xhc,individual,historical,Hunnic
,,,xhd,individual,historical,Hadrami
,,,xhe,individual,living,Khetrani
,,,xhm,individual,historical,Middle Khmer (1400 to 1850 CE)
xh,xho,xho,xho,individual,living,Xhosa
,,,xhr,individual,historical,Hernican
,,,xht,individual,historical,Hattic
,,,xhu,individual,historical,Hurrian
,,,xhv,individual,living,Khua
,,,xib,individual,historical,Iberian
,,,xii,individual,living,Xiri
,,,xil,individual,historical,Illyrian
,,,xin,individual,extinct,Xinca
,,,xir,individual,extinct,Xiriâna
,,,xis,individual,living,Kisan
,,,xiv,individual,historical,Indus Valley Language
,,,xiy,individual,living,Xipaya
,,,xjb,individual,extinct,Minjungbal
,,,xjt,individual,extinct,Jaitmatang
,,,xka,individual,living,Kalkoti
,,,xkb,individual,living,Northern Nago
,,,xkc,individual,living,Kho'ini
,,,xkd,individual,living,Mendalam Kayan
,,,xke,individual,living,Kereho
,,,xkf,individual,living,Khengkha
,,,xkg,individual,living,Kagoro
,,,xki,individual,living,Kenyan Sign Language
,,,xkj,individual,living,Kajali
,,,xkk,individual,living,Kachok
,,,xkl,individual,living,Mainstream Kenyah
,,,xkn,individual,living,Kayan River Kayan
,,,xko,individual,living,Kiorr
,,,xkp,individual,living,Kabatei
,,,xkq,individual,living,Koroni
,,,xkr,individual,extinct,Xakriabá
,,,xks,individual,living,Kumbewaha
,,,xkt,individual,living,Kantosi
,,,xku,individual,living,Kaamba
,,,xkv,individual,living,Kgalagadi
,,,xkw,individual,living,Kembra
,,,xkx,individual,living,Karore
,,,xky,individual,living,Uma' Lasan
,,,xkz,individual,living,Kurtokha
,,,xla,individual,living,Kamula
,,,xlb,individual,extinct,Loup B
,,,xlc,individual,historical,Lycian
,,,xld,individual,historical,Lydian
,,,xle,individual,historical,Lemnian
,,,xlg,individual,historical,Ligurian (Ancient)
,,,xli,individual,historical,Liburnian
,,,xln,individual,historical,Alanic
,,,xlo,individual,extinct,Loup A
,,,xlp,individual,historical,Lepontic
,,,xls,individual,historical,Lusitanian
,,,xlu,individual,historical,Cuneiform Luwian
,,,xly,individual,historical,Elymian
,,,xma,individual,living,Mushungulu
,,,xmb,individual,living,Mbonga
,,,xmc,individual,living,Makhuwa-Marrevone
,,,xmd,individual,living,Mbudum
,,,xme,individual,historical,Median
,,,xmf,individual,living,Mingrelian
,,,xmg,individual,living,Mengaka
,,,xmh,individual,living,Kugu-Muminh
,,,xmj,individual,living,Majera
,,,xmk,individual,historical,Ancient Macedonian
,,,xml,individual,living,Malaysian Sign Language
,,,xmm,individual,living,Manado Malay
,,,xmn,individual,historical,Manichaean Middle Persian
,,,xmo,individual,living,Morerebi
,,,xmp,individual,extinct,Kuku-Mu'inh
,,,xmq,individual,extinct,Kuku-Mangk
,,,xmr,individual,historical,Meroitic
,,,xms,individual,living,Moroccan Sign Language
,,,xmt,individual,living,Matbat
,,,xmu,individual,extinct,Kamu
,,,xmv,individual,living,Antankarana Malagasy
,,,xmw,individual,living,Tsimihety Malagasy
,,,xmx,individual,living,Salawati
,,,xmy,individual,living,Mayaguduna
,,,xmz,individual,living,Mori Bawah
,,,xna,individual,historical,Ancient North Arabian
,,,xnb,individual,living,Kanakanabu
,,,xng,individual,historical,Middle Mongolian
,,,xnh,individual,living,Kuanhua
,,,xni,individual,extinct,Ngarigu
,,,xnj,individual,living,Ngoni (Tanzania)
,,,xnk,individual,extinct,Nganakarti
,,,xnm,individual,extinct,Ngumbarl
,,,xnn,individual,living,Northern Kankanay
,,,xno,individual,historical,Anglo-Norman
,,,xnq,individual,living,Ngoni (Mozambique)
,,,xnr,individual,living,Kangri
,,,xns,individual,living,Kanashi
,,,xnt,individual,extinct,Narragansett
,,,xnu,individual,extinct,Nukunul
,,,xny,individual,living,Nyiyaparli
,,,xnz,individual,living,Kenzi
,,,xoc,individual,extinct,O'chi'chi'
,,,xod,individual,living,Kokoda
,,,xog,individual,living,Soga
,,,xoi,individual,living,Kominimung
,,,xok,individual,living,Xokleng
,,,xom,individual,living,Komo (Sudan)
,,,xon,individual,living,Konkomba
,,,xoo,individual,extinct,Xukurú
,,,xop,individual,living,Kopar
,,,xor,individual,living,Korubo
,,,xow,individual,living,Kowaki
,,,xpa,individual,extinct,Pirriya
,,,xpb,individual,extinct,Northeastern Tasmanian
,,,xpc,individual,historical,Pecheneg
,,,xpd,individual,extinct,Oyster Bay Tasmanian
,,,xpe,individual,living,Liberia Kpelle
,,,xpf,individual,extinct,Southeast Tasmanian
,,,xpg,individual,historical,Phrygian
,,,xph,individual,extinct,North Midlands Tasmanian
,,,xpi,individual,historical,Pictish
,,,xpj,individual,extinct,Mpalitjanh
,,,xpk,individual,living,Kulina Pano
,,,xpl,individual,extinct,Port Sorell Tasmanian
,,,xpm,individual,extinct,Pumpokol
,,,xpn,individual,extinct,Kapinawá
